donation-promises,properties.promiseAmount.oneOf.properties.currency.properties.currency.enum,AED;AFN;ALL;AMD;ANG;AOA;ARS;AUD;AWG;AZN;BAM;BBD;BDT;BGN;BHD;BIF;BMD;BND;BOB;BRL;BSD;BTN;BWP;BYR;BZD;CAD;CDF;CHF;CLP;CNY;COP;CRC;CUC;CUP;CVE;CZK;DJF;DKK;DOP;DZD;EGP;ERN;ETB;EUR;FJD;FKP;GBP;GEL;GHS;GIP;GMD;GNF;GTQ;GYD;HKD;HNL;HRK;HTG;HUF;IDR;ILS;INR;IQD;IRR;ISK;JMD;JOD;JPY;KES;KGS;KHR;KMF;KPW;KRW;KWD;KYD;KZT;LAK;LBP;LKR;LRD;LSL;LYD;MAD;MDL;MGA;MKD;MMK;MNT;MOP;MRO;MUR;MVR;MWK;MXN;MYR;MZN;NAD;NGN;NIO;NOK;NPR;NZD;OMR;PAB;PEN;PGK;PHP;PKR;PLN;PYG;QAR;RON;RSD;RUB;RWF;SAR;SBD;SCR;SDG;SEK;SGD;SHP;SLL;SOS;SRD;SSP;STD;SVC;SYP;SZL;THB;TJS;TMT;TND;TOP;TRY;TTD;TWD;TZS;UAH;UGX;USD;UYU;UZS;VEF;VND;VUV;WST;XAF;XCD;XOF;XPF;YER;ZAR;ZMW;ZWL
donation-promises,properties.promiseAmount.oneOf.properties.currency.properties.currency.type,string
donation-promises,properties.promiseAmount.oneOf.properties.currency.additionalProperties,false
donation-promises,properties.promiseAmount.oneOf.properties.currency.required,value;currency
donation-promises,properties.promiseAmount.oneOf.additionalProperties,false
donation-promises,properties.promiseAmount.oneOf.format,currency
donation-promises,properties.promiseAmount.oneOf.type,object
donation-promises,properties.promiseAmount.oneOf.maxProperties,
donation-promises,properties.donorAllocations.title,Donation Detail
donation-promises,properties.donorAllocations.description,Allocation of the promised donation between donors and designations.
donation-promises,properties.donorAllocations.type,array
donation-promises,properties.donorAllocations.items.type,object
donation-promises,properties.donorAllocations.items.properties.donor.title,Donor
donation-promises,properties.donorAllocations.items.properties.donor.description,
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.title,Individual Donor
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.description,A person who is making a promised donation.
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.type,object
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.title,Person
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.description,A human being or other independent agent.
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.type,object
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.properties.id.title,ID
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.properties.id.description,The global identifier for Person
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.properties.id.type,string
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.properties.id.format,guid
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.links.rel,self
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.links.href,/persons/{id}
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.links.targetSchema.$ref,persons.json#
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.additionalProperties,false
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.person.required,id
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.additionalProperties,false
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.required,person
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.title,Organization
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.description,An organization that is making a promised donation.
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.type,object
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.title,Organization
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.description,Represents a collection of people organized together into a community or other social, commercial or political structure for the purposes of education. The group has some common purpose or reason for existence which goes beyond the set of people belonging to it and can act as an Agent. Organizations are often decomposable into hierarchical structures. In the higher education context, it represents an Institution, School, College, Center, Division, and any other organizational unit that can act as an Agent.
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.type,object
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.properties.id.title,ID
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.properties.id.description,The global identifier for Organization
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.properties.id.type,string
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.properties.id.format,guid
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.links.rel,self
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.links.href,/organizations/{id}
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.links.targetSchema.$ref,organizations.json#
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.additionalProperties,false
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.properties.organization.required,id
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.additionalProperties,false
donation-promises,properties.donorAllocations.items.properties.donor.oneOf.required,organization
donation-promises,properties.donorAllocations.items.properties.classYear.title,Class Year
donation-promises,properties.donorAllocations.items.properties.classYear.description,Preferred class year specified for the donor.
donation-promises,properties.donorAllocations.items.properties.classYear.oneOf.type,string
donation-promises,properties.donorAllocations.items.properties.classYear.oneOf.format,year
donation-promises,properties.donorAllocations.items.properties.classYear.oneOf.pattern,^([1-9][0-9]*)?[0-9]{4}$
donation-promises,properties.donorAllocations.items.properties.classYear.oneOf.type,string
donation-promises,properties.donorAllocations.items.properties.classYear.oneOf.maxLength,
donation-promises,properties.donorAllocations.items.properties.campaign.title,Campaign
donation-promises,properties.donorAllocations.items.properties.campaign.description,A fundraising campaign associated with a donation promise.
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.type,object
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.properties.id.title,ID
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.properties.id.description,The global identifier for Campaign
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.properties.id.type,string
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.properties.id.format,guid
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.links.rel,self
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.links.href,/campaigns/{id}
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.links.targetSchema.$ref,campaigns.json#
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.additionalProperties,false
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.required,id
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.type,object
donation-promises,properties.donorAllocations.items.properties.campaign.oneOf.maxProperties,
donation-promises,properties.donorAllocations.items.properties.appeal.title,Appeal
donation-promises,properties.donorAllocations.items.properties.appeal.description,A fundraising appeal associated with a donation promise.
donation-promises,properties.donorAllocations.items.properties.appeal.oneOf.type,object
donation-promises,properties.donorAllocations.items.properties.appeal.oneOf.properties.id.title,ID
